,date_of_report,gender,age,ethnicity,company,postal_code,safety,safety_change,mental_health,mental_issues,positive,working_situation,financial_outlook,childcare,share_domestic,written_report,email
1863,05/05/2020 08:10 PM,Man,<18,White,['Other' 'My parent(s) / caregivers'],Rm10,5,Better,2,"['I’m having conflicts in my relationship'
 'I feel worried about my health' 'I feel anxious']",['I have had more support in my childcare responsibilities'],"Yes, I work outside of my home",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,I take care of all the housework,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
1864,04/05/2020 06:40 AM,Woman,<18,Mixed/multiple ethnic groups,['Other'],Switzerland,5,Better,5,"['It has been repetitive / boring' 'I feel stressed' 'Other'
 'I’m having conflicts in my relationship' 'Other']",['I have had more support in my daily tasks in the house'],"Yes, I work outside of my home",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",We share it equally,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,test@test.com
1865,30/05/2020 07:21 PM,Woman,<18,White,"['Other family members (e.g. grandparents, aunts, cousins)'
 'Other family members (e.g. grandparents, aunts, cousins)'
 'Other family members (e.g. grandparents, aunts, cousins)']",Ha8,5,Better,1,"['I feel scared about the future' 'I feel worried about my health'
 'It has been repetitive / boring']","['I have had more support in my daily tasks in the house'
 'I have enjoyed working from homeOther']","No, I have had to stop working for other reasons related to COVID-19",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - but it’s manageable and sustainable,I am not doing any housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
1866,19/05/2020 07:39 AM,Woman,45-54,White,['My siblings' 'My partner' 'Alone'],L8 1TR,5,Better,2,"['I feel anxious' 'I feel scared about the future'
 'I feel scared about the future']",['I have enjoyed working from homeOther'],"No, I have been furloughed because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"No, I haven't noticed much change",I am not doing any housework,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
1867,09/05/2020 07:38 PM,Woman,35-44,Asian/Asian British,['Alone' 'My siblings'],LE11 3LY,5,Not changed,5,"['I’m having conflicts in my relationship'
 'I feel worried about my health' 'I feel worried about my health']",['I have enjoyed working from homeOther'],"Yes, but I had to reduce working hours because of the lockdown",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",I take care of all the housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
1868,22/05/2020 05:19 PM,Woman,18-24,White,['Other' 'My parent(s) / caregivers'],N169PP,5,Better,0,"['I feel scared about the future' 'I feel scared about the future'
 'I feel scared about the future' 'I feel stressed']","['I have enjoyed working from homeOther'
 'I have had more support in my daily tasks in the house']","Yes, I work outside of my home",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
1869,26/05/2020 12:02 AM,Woman,55-64,White,['My siblings' 'My siblings'],Le11 3lh,1,Not changed,3,['I feel lonely'],['I have had more time to connect with loved ones'],"Yes, but I had to reduce working hours because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - to the extent that it is impacting my job,I take care of all the housework,,
1870,21/05/2020 05:08 AM,Woman,18-24,Asian/Asian British,['My parent(s) / caregivers'],LE112UB,1,Not changed,2,['I feel lonely' 'It has been repetitive / boring'],"['I have had more time to connect with loved ones'
 'I have enjoyed working from homeOther']","No, I am not in the labor force (student, retired, etc.) or unemployed",Minimal impact – I think that things will mostly stay the same,"No, I haven't noticed much change",I take care of most of the housework,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
1871,14/05/2020 08:30 PM,Woman,45-54,White,"['My siblings' 'Other family members (e.g. grandparents, aunts, cousins)'
 'My partner' 'Other' 'My siblings']",Uk,5,Better,5,"['It has been repetitive / boring' 'I feel worried about my health'
 'I’m having conflicts in my relationship']",['I have had more support in my childcare responsibilities'],"Yes, I work at home",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - but it’s manageable and sustainable,I do less housework then others,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
1872,15/05/2020 02:52 PM,Other,45-54,White,"['Other family members (e.g. grandparents, aunts, cousins)']",United Kingdom,5,Better,0,['I feel worried about my health'],['I have had more support in my daily tasks in the house'],"Yes, I work at home",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
1873,31/05/2020 06:39 PM,Woman,35-44,White,['My parent(s) / caregivers'],Ox17 2sl,4,Better,0,"['I feel lonely' 'I feel scared about the future' 'I feel anxious'
 'I feel stressed']","['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have had more support in my daily tasks in the house']","No, I have been furloughed because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,"No, I haven't noticed much change",I take care of all the housework,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
1874,18/05/2020 11:53 AM,Woman,55-64,White,['My siblings' 'My children'],LE12,5,Better,4,"['I feel stressed' 'Other' 'I feel stressed'
 'I’m having conflicts in my relationship']","['I have had more time to connect with loved ones'
 'I have had more support in my childcare responsibilities']","Yes, I work outside of my home",Impacted me positively - I think that I will come out of this in a stronger financial position,"No, I haven't noticed much change",I take care of most of the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
1875,30/05/2020 08:28 PM,Woman,45-54,White,"['Other family members (e.g. grandparents, aunts, cousins)' 'My partner']",LE4,4,Not changed,5,['I feel stressed' 'I feel lonely' 'I feel worried about my health'],['I have enjoyed working from homeOther'],"No, I have been furloughed because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,"No, I haven't noticed much change",I take care of most of the housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
